"REF_DATE","GEO","DGUID","Economic family type","Household food security status","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Prince Edward Island","2016A000211","Non-elderly persons not in an economic family","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003910","4.18.2.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly persons not in an economic family","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003911","4.18.2.2","5.7","E","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly persons not in an economic family","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003912","4.18.3.1","3","D","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly persons not in an economic family","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003913","4.18.3.2","20.0","D","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly persons not in an economic family","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003914","4.18.4.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly persons not in an economic family","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003915","4.18.4.2","8.5","E","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly persons not in an economic family","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003916","4.18.5.1","2","E","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly persons not in an economic family","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003917","4.18.5.2","11.5","E","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food secure","Number of persons","Number","223","thousands","3","v1288003918","4.19.1.1","7","D","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food secure","Percentage of persons","Percent","239","units","0","v1288003919","4.19.1.2","74.1","C","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure","Number of persons","Number","223","thousands","3","v1529611428","4.19.6.1","2","E","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure","Percentage of persons","Percent","239","units","0","v1529611429","4.19.6.2","25.9","D","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003920","4.19.2.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003921","4.19.2.2","","F","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003922","4.19.3.1","2","E","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003923","4.19.3.2","21.6","E","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003924","4.19.4.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003925","4.19.4.2","9.6","E","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003926","4.19.5.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly males not in an economic family","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003927","4.19.5.2","12.0","E","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food secure","Number of persons","Number","223","thousands","3","v1288003928","4.20.1.1","5","D","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food secure","Percentage of persons","Percent","239","units","0","v1288003929","4.20.1.2","74.5","C","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure","Number of persons","Number","223","thousands","3","v1529611430","4.20.6.1","2","E","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure","Percentage of persons","Percent","239","units","0","v1529611431","4.20.6.2","25.5","E","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003930","4.20.2.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003931","4.20.2.2","","F","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003932","4.20.3.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003933","4.20.3.2","17.9","E","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003934","4.20.4.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003935","4.20.4.2","","F","","","1"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003936","4.20.5.1","","F","","","0"
"2018","Prince Edward Island","2016A000211","Non-elderly females not in an economic family","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003937","4.20.5.2","10.9","E","","","1"
"2018","Nova Scotia","2016A000212","All persons","Food secure","Number of persons","Number","223","thousands","3","v1288003938","5.1.1.1","739","A","","","0"
"2018","Nova Scotia","2016A000212","All persons","Food secure","Percentage of persons","Percent","239","units","0","v1288003939","5.1.1.2","79.1","A","","","1"
"2018","Nova Scotia","2016A000212","All persons","Food insecure","Number of persons","Number","223","thousands","3","v1529611432","5.1.6.1","195","C","","","0"
"2018","Nova Scotia","2016A000212","All persons","Food insecure","Percentage of persons","Percent","239","units","0","v1529611433","5.1.6.2","20.9","C","","","1"
"2018","Nova Scotia","2016A000212","All persons","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003940","5.1.2.1","51","D","","","0"
"2018","Nova Scotia","2016A000212","All persons","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003941","5.1.2.2","5.4","D","","","1"
"2018","Nova Scotia","2016A000212","All persons","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003942","5.1.3.1","144","C","","","0"
"2018","Nova Scotia","2016A000212","All persons","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003943","5.1.3.2","15.5","C","","","1"
"2018","Nova Scotia","2016A000212","All persons","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003944","5.1.4.1","89","D","","","0"
"2018","Nova Scotia","2016A000212","All persons","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003945","5.1.4.2","9.6","D","","","1"
"2018","Nova Scotia","2016A000212","All persons","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003946","5.1.5.1","55","D","","","0"
"2018","Nova Scotia","2016A000212","All persons","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003947","5.1.5.2","5.9","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food secure","Number of persons","Number","223","thousands","3","v1288003948","5.2.1.1","608","A","","","0"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food secure","Percentage of persons","Percent","239","units","0","v1288003949","5.2.1.2","79.8","A","","","1"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure","Number of persons","Number","223","thousands","3","v1529611434","5.2.6.1","154","C","","","0"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611435","5.2.6.2","20.2","C","","","1"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003950","5.2.2.1","40","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003951","5.2.2.2","5.3","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003952","5.2.3.1","114","C","","","0"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003953","5.2.3.2","14.9","C","","","1"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003954","5.2.4.1","77","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003955","5.2.4.2","10.0","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003956","5.2.5.1","37","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in economic families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003957","5.2.5.2","4.9","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food secure","Number of persons","Number","223","thousands","3","v1288003958","5.3.1.1","127","B","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food secure","Percentage of persons","Percent","239","units","0","v1288003959","5.3.1.2","91.9","A","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure","Number of persons","Number","223","thousands","3","v1529611436","5.3.6.1","11","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611437","5.3.6.2","8.1","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003960","5.3.2.1","5","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003961","5.3.2.2","3.7","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003962","5.3.3.1","6","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003963","5.3.3.2","4.3","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003964","5.3.4.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003965","5.3.4.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003966","5.3.5.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003967","5.3.5.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food secure","Number of persons","Number","223","thousands","3","v1288003968","5.4.1.1","97","B","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food secure","Percentage of persons","Percent","239","units","0","v1288003969","5.4.1.2","93.9","A","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure","Number of persons","Number","223","thousands","3","v1529611438","5.4.6.1","6","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure","Percentage of persons","Percent","239","units","0","v1529611439","5.4.6.2","6.1","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003970","5.4.2.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003971","5.4.2.2","2.7","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003972","5.4.3.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003973","5.4.3.2","3.4","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003974","5.4.4.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003975","5.4.4.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003976","5.4.5.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in elderly couples","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003977","5.4.5.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food secure","Number of persons","Number","223","thousands","3","v1288003978","5.5.1.1","30","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food secure","Percentage of persons","Percent","239","units","0","v1288003979","5.5.1.2","86.0","C","","","1"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure","Number of persons","Number","223","thousands","3","v1529611440","5.5.6.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611441","5.5.6.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003980","5.5.2.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003981","5.5.2.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003982","5.5.3.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003983","5.5.3.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003984","5.5.4.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003985","5.5.4.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003986","5.5.5.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in other elderly families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003987","5.5.5.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food secure","Number of persons","Number","223","thousands","3","v1288003988","5.6.1.1","481","A","","","0"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food secure","Percentage of persons","Percent","239","units","0","v1288003989","5.6.1.2","77.1","A","","","1"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure","Number of persons","Number","223","thousands","3","v1529611442","5.6.6.1","143","C","","","0"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611443","5.6.6.2","22.9","C","","","1"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288003990","5.6.2.1","35","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288003991","5.6.2.2","5.6","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288003992","5.6.3.1","108","C","","","0"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288003993","5.6.3.2","17.3","C","","","1"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288003994","5.6.4.1","73","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288003995","5.6.4.2","11.8","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288003996","5.6.5.1","34","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in non-elderly families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288003997","5.6.5.2","5.5","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in couples","Food secure","Number of persons","Number","223","thousands","3","v1288003998","5.7.1.1","120","B","","","0"
"2018","Nova Scotia","2016A000212","Persons in couples","Food secure","Percentage of persons","Percent","239","units","0","v1288003999","5.7.1.2","83.2","B","","","1"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure","Number of persons","Number","223","thousands","3","v1529611444","5.7.6.1","24","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure","Percentage of persons","Percent","239","units","0","v1529611445","5.7.6.2","16.8","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288004000","5.7.2.1","7","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288004001","5.7.2.2","4.8","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288004002","5.7.3.1","17","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288004003","5.7.3.2","12.0","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288004004","5.7.4.1","9","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288004005","5.7.4.2","6.5","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288004006","5.7.5.1","8","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couples","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288004007","5.7.5.2","5.6","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food secure","Number of persons","Number","223","thousands","3","v1288004008","5.8.1.1","211","C","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food secure","Percentage of persons","Percent","239","units","0","v1288004009","5.8.1.2","77.2","B","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure","Number of persons","Number","223","thousands","3","v1529611446","5.8.6.1","63","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure","Percentage of persons","Percent","239","units","0","v1529611447","5.8.6.2","22.8","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288004010","5.8.2.1","19","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288004011","5.8.2.2","7.0","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288004012","5.8.3.1","43","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288004013","5.8.3.2","15.8","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288004014","5.8.4.1","35","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288004015","5.8.4.2","12.7","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288004016","5.8.5.1","9","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with children","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288004017","5.8.5.2","3.2","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food secure","Number of persons","Number","223","thousands","3","v1288004018","5.9.1.1","82","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food secure","Percentage of persons","Percent","239","units","0","v1288004019","5.9.1.2","86.8","B","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure","Number of persons","Number","223","thousands","3","v1529611448","5.9.6.1","13","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure","Percentage of persons","Percent","239","units","0","v1529611449","5.9.6.2","13.2","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288004020","5.9.2.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288004021","5.9.2.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288004022","5.9.3.1","12","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288004023","5.9.3.2","12.8","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288004024","5.9.4.1","10","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288004025","5.9.4.2","10.8","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288004026","5.9.5.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in couple families with other relatives","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288004027","5.9.5.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food secure","Number of persons","Number","223","thousands","3","v1288004028","5.10.1.1","28","D","","","0"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food secure","Percentage of persons","Percent","239","units","0","v1288004029","5.10.1.2","55.2","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure","Number of persons","Number","223","thousands","3","v1529611450","5.10.6.1","23","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611451","5.10.6.2","44.8","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288004030","5.10.2.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288004031","5.10.2.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288004032","5.10.3.1","20","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288004033","5.10.3.2","39.0","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288004034","5.10.4.1","11","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288004035","5.10.4.2","22.1","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288004036","5.10.5.1","9","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in lone-parent families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288004037","5.10.5.2","16.9","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food secure","Number of persons","Number","223","thousands","3","v1288004038","5.11.1.1","7","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food secure","Percentage of persons","Percent","239","units","0","v1288004039","5.11.1.2","65.1","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure","Number of persons","Number","223","thousands","3","v1529611452","5.11.6.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611453","5.11.6.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288004040","5.11.2.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288004041","5.11.2.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288004042","5.11.3.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288004043","5.11.3.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288004044","5.11.4.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288004045","5.11.4.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288004046","5.11.5.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in male lone-parent families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288004047","5.11.5.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food secure","Number of persons","Number","223","thousands","3","v1288004048","5.12.1.1","21","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food secure","Percentage of persons","Percent","239","units","0","v1288004049","5.12.1.2","52.6","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure","Number of persons","Number","223","thousands","3","v1529611454","5.12.6.1","19","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure","Percentage of persons","Percent","239","units","0","v1529611455","5.12.6.2","47.4","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure, marginal","Number of persons","Number","223","thousands","3","v1288004050","5.12.2.1","","F","","","0"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure, marginal","Percentage of persons","Percent","239","units","0","v1288004051","5.12.2.2","","F","","","1"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure, moderate or severe","Number of persons","Number","223","thousands","3","v1288004052","5.12.3.1","18","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure, moderate or severe","Percentage of persons","Percent","239","units","0","v1288004053","5.12.3.2","43.5","D","","","1"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure, moderate","Number of persons","Number","223","thousands","3","v1288004054","5.12.4.1","10","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure, moderate","Percentage of persons","Percent","239","units","0","v1288004055","5.12.4.2","24.6","E","","","1"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure, severe","Number of persons","Number","223","thousands","3","v1288004056","5.12.5.1","8","E","","","0"
"2018","Nova Scotia","2016A000212","Persons in female lone-parent families","Food insecure, severe","Percentage of persons","Percent","239","units","0","v1288004057","5.12.5.2","18.9","E","","","1"
